,associated,name,code,level,desc,imgs,page,includes,img_1,img_2
245,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 41 00 / 06 11 00 / 09 20 00 / 10 22 13 ,Interior Fixed Partitions,C1010.10 / 21-03 10 10 10 / Ss 25 10 30,200,See C1010,,77,,,
246,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 41 00 / 06 11 00 / 09 20 00 / 10 22 13 ,Interior Fixed Partitions,C1010.10 / 21-03 10 10 10 / Ss 25 10 30,300,"Inclusions
• Composite model assembly by wall type
• overall thickness that accounts for framing and finish
• locations, heights (full vs. partial height),
• Openings with any dimension greater than 6” (15 cm)
or as noted, at nominal dimensions",,77,,,
247,,Interior Wall (Masonry),C1010.10.10 / 21-03 10 10 10 10 / Ss 25 13 50 56,100,N/A,,77,,,
248,,Interior Wall (Masonry),C1010.10.10 / 21-03 10 10 10 10 / Ss 25 13 50 56,200,See C1010,797,78,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/797.png,
249,,Interior Wall (Masonry),C1010.10.10 / 21-03 10 10 10 10 / Ss 25 13 50 56,300,See C1010.10,797,78,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/797.png,
250,,Interior Wall (Masonry),C1010.10.10 / 21-03 10 10 10 10 / Ss 25 13 50 56,350,"Inclusions
• All penetrations at actual rough-opening dimensions.
• Any regions that would impact coordination with other
systems such as:
• Bond Beams & Lintels
• Jams",798,78,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/798.png,
251,,Interior Wall (Masonry),C1010.10.10 / 21-03 10 10 10 10 / Ss 25 13 50 56,400,"Inclusions
• Individual masonry units
• Reinforcing
• dowels
• Grouting","803, 804",79,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/803.png,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/804.png
252,,Interior Wall (Cold-Form Metal Framing),C1010.10.20 / 21-03 10 10 10 20 / Ss 25 10 32 45,100,N/A,,79,,,
253,,Interior Wall (Cold-Form Metal Framing),C1010.10.20 / 21-03 10 10 10 20 / Ss 25 10 32 45,200,See C1010.10,785,79,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/785.png,
254,,Interior Wall (Cold-Form Metal Framing),C1010.10.20 / 21-03 10 10 10 20 / Ss 25 10 32 45,300,See C1010.10,790,80,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/790.png,
255,,Interior Wall (Cold-Form Metal Framing),C1010.10.20 / 21-03 10 10 10 20 / Ss 25 10 32 45,350,"Inclusions
• Blocking
• Elements necessary for detailed interface
coordination with other systems.
• All penetrations at actual rough-opening
dimensions.
• Diagonal bracing",791,80,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/791.png,
256,,Interior Wall (Cold-Form Metal Framing),C1010.10.20 / 21-03 10 10 10 20 / Ss 25 10 32 45,400,"Inclusions
• Connections",792,80,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/792.png,
257,,Interior Wall (Wood),C1010.10.30 / 21-03 10 10 10 30 / Ss 25 10 32 90,100,N/A,,80,,,
258,,Interior Wall (Wood),C1010.10.30 / 21-03 10 10 10 30 / Ss 25 10 32 90,200,See C1010.10,777,81,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/777.png,
259,,Interior Wall (Wood),C1010.10.30 / 21-03 10 10 10 30 / Ss 25 10 32 90,300,See C1010.10,778,81,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/778.png,
260,,Interior Wall (Wood),C1010.10.30 / 21-03 10 10 10 30 / Ss 25 10 32 90,350,"Inclusions
• Blocking
• Elements necessary for detailed interface
coordination with other systems.
• All penetrations at actual rough-opening
dimensions.
• Diagonal bracing",783,81,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/783.png,
261,,Interior Wall (Wood),C1010.10.30 / 21-03 10 10 10 30 / Ss 25 10 32 90,400,"Inclusions
• sufficient detail to support prefabrication
• Openings and penetrations through studs
• Connections",784,82,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/784.png,
262,Associated Masterformat Sections: 08 43 00 ,Interior Glazed Partitions,C1010.20 / 21-03 10 10 20 / Ss 25 10 30,100,N/A,,82,Includes: Partitions primarily composed of glazed elements that may be fabricated or field constructed. Includes Interior Partition Supplementary Components as appropriate. ,,
263,Associated Masterformat Sections: 08 43 00 ,Interior Glazed Partitions,C1010.20 / 21-03 10 10 20 / Ss 25 10 30,200,See C1010.10,,82,Includes: Partitions primarily composed of glazed elements that may be fabricated or field constructed. Includes Interior Partition Supplementary Components as appropriate. ,,
264,Associated Masterformat Sections: 08 43 00 ,Interior Glazed Partitions,C1010.20 / 21-03 10 10 20 / Ss 25 10 30,300,"Inclusions
• Specified location and orientation of face of glass.
• Nominal face dimensions and thickness of glazing.
• Structural support systems.
• Spacing, location, size and orientation of mullions.
• Operable components",,82,Includes: Partitions primarily composed of glazed elements that may be fabricated or field constructed. Includes Interior Partition Supplementary Components as appropriate. ,,
265,Associated Masterformat Sections: 08 43 00 ,Interior Glazed Partitions,C1010.20 / 21-03 10 10 20 / Ss 25 10 30,350,"Inclusions
• Actual anchorage layouts and types.
• Connection points between glass and supporting
structure
• Actual panel dimensions (including seating).",,82,Includes: Partitions primarily composed of glazed elements that may be fabricated or field constructed. Includes Interior Partition Supplementary Components as appropriate. ,,
266,Associated Masterformat Sections: 08 43 00 ,Interior Glazed Partitions,C1010.20 / 21-03 10 10 20 / Ss 25 10 30,400,"Inclusions
• mullion extrusion profiles.",,82,Includes: Partitions primarily composed of glazed elements that may be fabricated or field constructed. Includes Interior Partition Supplementary Components as appropriate. ,,
267,Associated Masterformat Sections: 10 22 19 / 01 84 13 / 10 22 19.13 / 10 22 19.23 / 10 22 19.33 10 22 19.43 / 10 22 19.53 ,Interior Demountable Partitions,C1010.40 / 21-03 10 10 40 / Ss 25 12 65 75,100,See C10,,82,,,
268,Associated Masterformat Sections: 10 22 19 / 01 84 13 / 10 22 19.13 / 10 22 19.23 / 10 22 19.33 10 22 19.43 / 10 22 19.53 ,Interior Demountable Partitions,C1010.40 / 21-03 10 10 40 / Ss 25 12 65 75,200,"Inclusions
• Generic wall objects
• Approximate overall wall thickness represented by a
single assembly.
• Indication that it is a demountable partition (Uniformat
number, name, etc.)",,82,,,
269,Associated Masterformat Sections: 10 22 19 / 01 84 13 / 10 22 19.13 / 10 22 19.23 / 10 22 19.33 10 22 19.43 / 10 22 19.53 ,Interior Demountable Partitions,C1010.40 / 21-03 10 10 40 / Ss 25 12 65 75,300,"Inclusions
• Element envelopes of individual panels
• Space reservation for support system",,83,,,
270,Associated Masterformat Sections: 10 22 19 / 01 84 13 / 10 22 19.13 / 10 22 19.23 / 10 22 19.33 10 22 19.43 / 10 22 19.53 ,Interior Demountable Partitions,C1010.40 / 21-03 10 10 40 / Ss 25 12 65 75,350,"Inclusions:
• Attachment points to support system",,83,,,
271,Associated Masterformat Sections: 10 22 19 / 01 84 13 / 10 22 19.13 / 10 22 19.23 / 10 22 19.33 10 22 19.43 / 10 22 19.53 ,Interior Demountable Partitions,C1010.40 / 21-03 10 10 40 / Ss 25 12 65 75,400,"Inclusions
• See Fundamental LOD Definitions",,83,,,
272,Associated Masterformat Sections: 01 84 13 / 01 84 13 / 10 22 33 / 10 22 36 / 10 22 39 10 22 43 ,Interior Operable Partitions,C1010.50 / 21-03 10 10 50 / Ss 25 12 70,100,See C10,,83,"Includes: Track-supported, operable panels and partitions, top hung and floor supported, and manually and power operated. Includes auditorium partitions and dividers. Includes overhead supports. ",,
273,Associated Masterformat Sections: 01 84 13 / 01 84 13 / 10 22 33 / 10 22 36 / 10 22 39 10 22 43 ,Interior Operable Partitions,C1010.50 / 21-03 10 10 50 / Ss 25 12 70,200,"Inclusions
• Generic wall objects
• Approximate overall wall thickness represented by a
single assembly.
• Indication that it is an operable partition (Uniformat
number, name, etc.)",,83,"Includes: Track-supported, operable panels and partitions, top hung and floor supported, and manually and power operated. Includes auditorium partitions and dividers. Includes overhead supports. ",,
274,Associated Masterformat Sections: 01 84 13 / 01 84 13 / 10 22 33 / 10 22 36 / 10 22 39 10 22 43 ,Interior Operable Partitions,C1010.50 / 21-03 10 10 50 / Ss 25 12 70,300,"Inclusions
• Element envelopes of individual panels
• Space reservation for support system, storage pocket,
operating mechanisms
• Clearances for swing radii",,83,"Includes: Track-supported, operable panels and partitions, top hung and floor supported, and manually and power operated. Includes auditorium partitions and dividers. Includes overhead supports. ",,
275,Associated Masterformat Sections: 01 84 13 / 01 84 13 / 10 22 33 / 10 22 36 / 10 22 39 10 22 43 ,Interior Operable Partitions,C1010.50 / 21-03 10 10 50 / Ss 25 12 70,350,"Inclusions:
• Attachment points to support system",,83,"Includes: Track-supported, operable panels and partitions, top hung and floor supported, and manually and power operated. Includes auditorium partitions and dividers. Includes overhead supports. ",,
276,Associated Masterformat Sections: 01 84 13 / 01 84 13 / 10 22 33 / 10 22 36 / 10 22 39 10 22 43 ,Interior Operable Partitions,C1010.50 / 21-03 10 10 50 / Ss 25 12 70,400,"Inclusions
• See Fundamental LOD Definitions",,83,"Includes: Track-supported, operable panels and partitions, top hung and floor supported, and manually and power operated. Includes auditorium partitions and dividers. Includes overhead supports. ",,
277,Associated Masterformat Sections: 08 50 00 / 01 84 13 ,Interior Windows,C1020 / 21-03 10 20 / Ss 25 30 95 41,100,See C10,,84,"Includes: Interior fixed or operable windows used singly and in multiples. Includes Interior Window Supplementary Components as appropriate. Includes metal, wood, plastic, and composite window units. ",,
278,Associated Masterformat Sections: 08 50 00 / 01 84 13 ,Interior Windows,C1020 / 21-03 10 20 / Ss 25 30 95 41,200,"Inclusions
• Generic window objects",,84,"Includes: Interior fixed or operable windows used singly and in multiples. Includes Interior Window Supplementary Components as appropriate. Includes metal, wood, plastic, and composite window units. ",,
279,Associated Masterformat Sections: 08 50 00 ,Interior Operating Windows,C1020.10 / 21-03 10 20 10 / Ss 25 30 95 41,100,N/A,,84,"Includes: Interior fixed or operable windows used singly and in multiples. Includes Interior Window Supplementary Components as appropriate. Includes metal, wood, plastic, and composite window units. ",,
280,Associated Masterformat Sections: 08 50 00 ,Interior Operating Windows,C1020.10 / 21-03 10 20 10 / Ss 25 30 95 41,200,See C1020,,84,"Includes: Interior fixed or operable windows used singly and in multiples. Includes Interior Window Supplementary Components as appropriate. Includes metal, wood, plastic, and composite window units. ",,
281,Associated Masterformat Sections: 08 50 00 ,Interior Operating Windows,C1020.10 / 21-03 10 20 10 / Ss 25 30 95 41,300,"Inclusions:
• specific type and size
• Direction of opening",,84,"Includes: Interior fixed or operable windows used singly and in multiples. Includes Interior Window Supplementary Components as appropriate. Includes metal, wood, plastic, and composite window units. ",,
282,Associated Masterformat Sections: 08 50 00 ,Interior Operating Windows,C1020.10 / 21-03 10 20 10 / Ss 25 30 95 41,350,"Inclusions:
• Attachment elements of window to structure",,84,"Includes: Interior fixed or operable windows used singly and in multiples. Includes Interior Window Supplementary Components as appropriate. Includes metal, wood, plastic, and composite window units. ",,
283,Associated Masterformat Sections: 08 50 00 ,Interior Operating Windows,C1020.10 / 21-03 10 20 10 / Ss 25 30 95 41,400,"Inclusions:
• Detailed frame extrusion profiles
• Fasteners",,84,"Includes: Interior fixed or operable windows used singly and in multiples. Includes Interior Window Supplementary Components as appropriate. Includes metal, wood, plastic, and composite window units. ",,
284,Associated Masterformat Sections: 08 11 73 / 08 32 00 ,Interior Sliding Doors,C1030.25 / 21-03 10 30 25 / Ss 25 30 20 77,100,N/A,,85,,,
285,Associated Masterformat Sections: 08 11 73 / 08 32 00 ,Interior Sliding Doors,C1030.25 / 21-03 10 30 25 / Ss 25 30 20 77,200,See B2050,,85,,,
286,Associated Masterformat Sections: 08 11 73 / 08 32 00 ,Interior Sliding Doors,C1030.25 / 21-03 10 30 25 / Ss 25 30 20 77,300,See B2050,,85,,,
287,Associated Masterformat Sections: 08 11 73 / 08 32 00 ,Interior Sliding Doors,C1030.25 / 21-03 10 30 25 / Ss 25 30 20 77,350,"Inclusions
• jambs
• Thresholds
• Operation and mechanism element envelopes
• Track
• Connections and interfaces",,86,,,
288,Associated Masterformat Sections: 08 11 73 / 08 32 00 ,Interior Sliding Doors,C1030.25 / 21-03 10 30 25 / Ss 25 30 20 77,400,Inclusions TBD,,86,,,
289,Associated Masterformat Sections: 08 33 00 / 08 33 13 ,Interior Coiling Doors,C1030.40 / 21-03 10 30 40 / Ss 25 30 20 74,100,N/A,,86,,,
290,Associated Masterformat Sections: 08 33 00 / 08 33 13 ,Interior Coiling Doors,C1030.40 / 21-03 10 30 40 / Ss 25 30 20 74,200,See C2050.10,,86,,,
291,Associated Masterformat Sections: 08 33 00 / 08 33 13 ,Interior Coiling Doors,C1030.40 / 21-03 10 30 40 / Ss 25 30 20 74,300,"Inclusions
• Element envelopes of individual panels
• Space reservation for support system, storage pocket,
operating mechanisms
• Clearances for swing radii",,86,,,
292,Associated Masterformat Sections: 08 33 00 / 08 33 13 ,Interior Coiling Doors,C1030.40 / 21-03 10 30 40 / Ss 25 30 20 74,350,"Inclusions:
• Attachment points for support system
• Support system
• Storage pocket
• Operating mechanism",,86,,,
293,Associated Masterformat Sections: 08 33 00 / 08 33 13 ,Interior Coiling Doors,C1030.40 / 21-03 10 30 40 / Ss 25 30 20 74,400,"Inclusions
• connections and interfaces
• brackets, supports,
• sealants,
• thresholds.",,86,,,
294,Associated Masterformat Sections: 09 69 00 ,Access Flooring,C1060.10 / 21-03 10 60 10 / Ss 30 20 70 70,100,N/A,,88,"Includes: Free-standing, elevated accessible floor assembly forming an underfloor cavity that may be used for utility or other purposes. ",,
295,Associated Masterformat Sections: 09 69 00 ,Access Flooring,C1060.10 / 21-03 10 60 10 / Ss 30 20 70 70,200,"Inclusions:
Floor level",,88,"Includes: Free-standing, elevated accessible floor assembly forming an underfloor cavity that may be used for utility or other purposes. ",,
